Año_Transfer,Periodo_de_corte,Nit_Transfer,Name_Entidad,Codigo_Departamento,Departamento,Codigo_del_Impuesto,Concepto,Tipo_Sorteo,ValorTransferido,Mes
2020,7,899999270,Lotería de Bogotá,41,Huila,1,Impuesto a foráneas,Ordinario,8790750,Julio
2020,7,899999270,Lotería de Bogotá,91,Amazonas,1,Impuesto a foráneas,Ordinario,149625,Julio
2020,7,899999270,Lotería de Bogotá,8,Atlántico,1,Impuesto a foráneas,Ordinario,12558750,Julio
2020,7,899999025,Lotería de la Cruz Roja,44,La Guajira,1,Impuesto a foráneas,Ordinario,2657250,Julio
2020,7,800244699,Lotería del Huila,17,Caldas,1,Impuesto a foráneas,Ordinario,1324575,Julio
2020,7,890201725,Lotería Santander,47,Magdalena,1,Impuesto a foráneas,Ordinario,3073500,Julio
2020,7,800123949,Lotería del Meta,17,Caldas,1,Impuesto a foráneas,Ordinario,86400,Julio
2020,7,890201725,Lotería Santander,23,Córdoba,1,Impuesto a foráneas,Ordinario,13875,Julio
2020,7,890801007,Lotería de Manizales,54,Norte De Santander,1,Impuesto a foráneas,Ordinario,4835250,Julio
2020,7,890399027,Lotería del Valle,76,Valle Del Cauca,3,Impuesto a ganadores,Ordinario,162141382,Julio
2020,7,860037234,Lotería de Cundinamarca,54,Norte De Santander,1,Impuesto a foráneas,Ordinario,2482800,Julio
2020,7,890201725,Lotería Santander,76,Valle Del Cauca,1,Impuesto a foráneas,Ordinario,1642125,Julio
2020,7,800244699,Lotería del Huila,20,Cesar,1,Impuesto a foráneas,Ordinario,379350,Julio
2020,7,800244699,Lotería del Huila,91,Amazonas,1,Impuesto a foráneas,Ordinario,36450,Julio
2020,7,800240153,Lotería del Risaralda,41,Huila,1,Impuesto a foráneas,Ordinario,2523375,Julio
2020,7,890201725,Lotería Santander,50,Meta,1,Impuesto a foráneas,Ordinario,768750,Julio
2020,7,800240153,Lotería del Risaralda,13,Bolívar,1,Impuesto a foráneas,Ordinario,1075050,Julio
2020,7,809008775,Lotería del Tolima,47,Magdalena,1,Impuesto a foráneas,Ordinario,373950,Julio
2020,7,890980058,Lotería de Medellín,5,Antioquia,3,Impuesto a ganadores,ExtraOrdinario,518148,Julio
2020,7,890000474,Lotería del Quindio,18,Caquetá,1,Impuesto a foráneas,Ordinario,179400,Julio
2020,7,860026634,Sorteo Extra de Colombia,91,Amazonas,1,Impuesto a foráneas,ExtraOrdinario,39000,Julio
2020,7,860026634,Sorteo Extra de Colombia,99,Vichada,1,Impuesto a foráneas,ExtraOrdinario,23400,Julio
2020,7,890201725,Lotería Santander,5,Antioquia,1,Impuesto a foráneas,Ordinario,1624875,Julio
2020,7,891500650,Lotería del Cauca,86,Putumayo,1,Impuesto a foráneas,Ordinario,416250,Julio
2020,8,891801039,Lotería de Boyacá,11,Bogotá D.C.,1,Impuesto a foráneas,Ordinario,112036000,Agosto
2020,8,800244699,Lotería del Huila,44,La Guajira,1,Impuesto a foráneas,Ordinario,270225,Agosto
2020,8,800240153,Lotería del Risaralda,18,Caquetá,1,Impuesto a foráneas,Ordinario,100125,Agosto
2020,8,890801007,Lotería de Manizales,76,Valle Del Cauca,1,Impuesto a foráneas,Ordinario,9966938,Agosto
2020,8,891500650,Lotería del Cauca,19,Cauca,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,348933600,Agosto
2020,8,890201725,Lotería Santander,13,Bolívar,1,Impuesto a foráneas,Ordinario,1168125,Agosto
2020,8,891500650,Lotería del Cauca,73,Tolima,1,Impuesto a foráneas,Ordinario,1533600,Agosto
2020,8,809008775,Lotería del Tolima,68,Santander,1,Impuesto a foráneas,Ordinario,298800,Agosto
2020,8,800240153,Lotería del Risaralda,66,Risaralda,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,149569200,Agosto
2020,8,860026634,Sorteo Extra de Colombia,66,Risaralda,3,Impuesto a ganadores,ExtraOrdinario,7050804,Agosto
2020,8,860026634,Sorteo Extra de Colombia,25,Cundinamarca,1,Impuesto a foráneas,ExtraOrdinario,14665000,Agosto
2020,8,800244699,Lotería del Huila,97,Vaupés,1,Impuesto a foráneas,Ordinario,3375,Agosto
2020,8,891500650,Lotería del Cauca,68,Santander,1,Impuesto a foráneas,Ordinario,559575,Agosto
2020,8,899999025,Lotería de la Cruz Roja,20,Cesar,1,Impuesto a foráneas,Ordinario,4851375,Agosto
2020,8,890980058,Lotería de Medellín,41,Huila,1,Impuesto a foráneas,Ordinario,3631500,Agosto
2020,8,860037234,Lotería de Cundinamarca,94,Guainía,1,Impuesto a foráneas,Ordinario,1800,Agosto
2020,8,891500650,Lotería del Cauca,8,Atlántico,1,Impuesto a foráneas,Ordinario,6178500,Agosto
2020,8,890801007,Lotería de Manizales,8,Atlántico,1,Impuesto a foráneas,Ordinario,1906313,Agosto
2020,8,890000474,Lotería del Quindio,11,Bogotá D.C.,1,Impuesto a foráneas,Ordinario,4767000,Agosto
2020,8,890201725,Lotería Santander,41,Huila,1,Impuesto a foráneas,Ordinario,446625,Agosto
2020,8,890801007,Lotería de Manizales,66,Risaralda,1,Impuesto a foráneas,Ordinario,7578750,Agosto
2020,8,860037234,Lotería de Cundinamarca,44,La Guajira,1,Impuesto a foráneas,Ordinario,2216400,Agosto
2020,8,891500650,Lotería del Cauca,91,Amazonas,1,Impuesto a foráneas,Ordinario,74025,Agosto
2020,8,890801007,Lotería de Manizales,17,Caldas,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,162458400,Agosto
2020,8,800123949,Lotería del Meta,11,Bogotá D.C.,1,Impuesto a foráneas,Ordinario,18938475,Agosto
2020,8,800240153,Lotería del Risaralda,86,Putumayo,1,Impuesto a foráneas,Ordinario,217800,Agosto
2020,8,899999025,Lotería de la Cruz Roja,88,San Andrés,1,Impuesto a foráneas,Ordinario,611250,Agosto
2020,8,860037234,Lotería de Cundinamarca,97,Vaupés,1,Impuesto a foráneas,Ordinario,5400,Agosto
2020,8,899999270,Lotería de Bogotá,15,Boyacá,1,Impuesto a foráneas,Ordinario,4901625,Agosto
2020,8,890980058,Lotería de Medellín,15,Boyacá,1,Impuesto a foráneas,Ordinario,1338900,Agosto
2020,8,899999025,Lotería de la Cruz Roja,8,Atlántico,1,Impuesto a foráneas,Ordinario,9818250,Agosto
2020,8,891500650,Lotería del Cauca,23,Córdoba,1,Impuesto a foráneas,Ordinario,1191600,Agosto
2020,8,899999025,Lotería de la Cruz Roja,85,Casanare,1,Impuesto a foráneas,Ordinario,1252125,Agosto
2020,8,891801039,Lotería de Boyacá,27,Chocó,1,Impuesto a foráneas,Ordinario,3445875,Agosto
2020,8,800244699,Lotería del Huila,68,Santander,1,Impuesto a foráneas,Ordinario,238950,Agosto
2020,8,890000474,Lotería del Quindio,85,Casanare,1,Impuesto a foráneas,Ordinario,332700,Agosto
2020,8,860026634,Sorteo Extra de Colombia,13,Bolívar,2,Renta del monopolio - Porcentaje de ingresos,ExtraOrdinario,23676987,Agosto
2020,8,890000474,Lotería del Quindio,41,Huila,1,Impuesto a foráneas,Ordinario,1046850,Agosto
2020,8,809008775,Lotería del Tolima,86,Putumayo,1,Impuesto a foráneas,Ordinario,385200,Agosto
2020,8,800123949,Lotería del Meta,52,Nariño,1,Impuesto a foráneas,Ordinario,564525,Agosto
2020,8,899999270,Lotería de Bogotá,88,San Andrés,1,Impuesto a foráneas,Ordinario,622875,Agosto
2020,8,890399027,Lotería del Valle,94,Guainía,1,Impuesto a foráneas,Ordinario,65700,Agosto
2020,8,890399027,Lotería del Valle,52,Nariño,1,Impuesto a foráneas,Ordinario,3409500,Agosto
2020,8,891801039,Lotería de Boyacá,19,Cauca,1,Impuesto a foráneas,Ordinario,2303250,Agosto
2020,8,860037234,Lotería de Cundinamarca,41,Huila,1,Impuesto a foráneas,Ordinario,2180700,Agosto
2020,8,800123949,Lotería del Meta,63,Quindio,1,Impuesto a foráneas,Ordinario,74700,Agosto
2020,8,890000474,Lotería del Quindio,66,Risaralda,1,Impuesto a foráneas,Ordinario,5362200,Agosto
2020,8,890201725,Lotería Santander,18,Caquetá,1,Impuesto a foráneas,Ordinario,55875,Agosto
2020,8,890201725,Lotería Santander,68,Santander,9,Premios No Reclamados,Ordinario,45988019,Agosto
2020,8,891801039,Lotería de Boyacá,86,Putumayo,1,Impuesto a foráneas,Ordinario,273375,Agosto
2020,8,800244699,Lotería del Huila,41,Huila,3,Impuesto a ganadores,Ordinario,26200183,Agosto
2020,8,800123949,Lotería del Meta,13,Bolívar,1,Impuesto a foráneas,Ordinario,1001700,Agosto
2020,8,860037234,Lotería de Cundinamarca,13,Bolívar,1,Impuesto a foráneas,Ordinario,7483200,Agosto
2020,8,800244699,Lotería del Huila,17,Caldas,1,Impuesto a foráneas,Ordinario,1356975,Agosto
2020,8,890801007,Lotería de Manizales,73,Tolima,1,Impuesto a foráneas,Ordinario,4196813,Agosto
2020,8,890399027,Lotería del Valle,8,Atlántico,1,Impuesto a foráneas,Ordinario,8992800,Agosto
2020,8,901336159,Sorteo Extraordinario - Asociado,76,Valle Del Cauca,3,Impuesto a ganadores,Ordinario,40964,Agosto
2020,8,860026634,Sorteo Extra de Colombia,8,Atlántico,3,Impuesto a ganadores,ExtraOrdinario,3525402,Agosto
2020,8,890201725,Lotería Santander,52,Nariño,1,Impuesto a foráneas,Ordinario,672000,Agosto
2020,8,890000474,Lotería del Quindio,63,Quindio,9,Premios No Reclamados,Ordinario,64471983,Agosto
2020,8,890801007,Lotería de Manizales,91,Amazonas,1,Impuesto a foráneas,Ordinario,49875,Agosto
2020,8,860026634,Sorteo Extra de Colombia,23,Córdoba,3,Impuesto a ganadores,ExtraOrdinario,3525402,Agosto
2020,8,890980058,Lotería de Medellín,8,Atlántico,1,Impuesto a foráneas,Ordinario,13609350,Agosto
2020,8,860037234,Lotería de Cundinamarca,11,Bogotá D.C.,3,Impuesto a ganadores,Ordinario,126806433,Agosto
2020,8,800240153,Lotería del Risaralda,25,Cundinamarca,1,Impuesto a foráneas,Ordinario,2389000,Agosto
2020,8,890980058,Lotería de Medellín,94,Guainía,1,Impuesto a foráneas,Ordinario,70500,Agosto
2020,8,899999270,Lotería de Bogotá,11,Bogotá D.C.,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,416250000,Agosto
2020,8,809008775,Lotería del Tolima,17,Caldas,1,Impuesto a foráneas,Ordinario,3382650,Agosto
2020,8,890980058,Lotería de Medellín,18,Caquetá,1,Impuesto a foráneas,Ordinario,278400,Agosto
2020,8,890399027,Lotería del Valle,44,La Guajira,1,Impuesto a foráneas,Ordinario,1266600,Agosto
2020,8,890000474,Lotería del Quindio,23,Córdoba,1,Impuesto a foráneas,Ordinario,600600,Agosto
2020,8,891500650,Lotería del Cauca,41,Huila,1,Impuesto a foráneas,Ordinario,2717775,Agosto
2020,8,890201725,Lotería Santander,86,Putumayo,1,Impuesto a foráneas,Ordinario,240000,Agosto
2020,8,890201725,Lotería Santander,17,Caldas,1,Impuesto a foráneas,Ordinario,77250,Agosto
2020,8,860026634,Sorteo Extra de Colombia,68,Santander,1,Impuesto a foráneas,ExtraOrdinario,2790450,Agosto
2020,8,899999025,Lotería de la Cruz Roja,13,Bolívar,1,Impuesto a foráneas,Ordinario,4881000,Agosto
2020,8,800244699,Lotería del Huila,95,Guaviare,1,Impuesto a foráneas,Ordinario,63000,Agosto
2020,8,891500650,Lotería del Cauca,66,Risaralda,1,Impuesto a foráneas,Ordinario,3544425,Agosto
2020,8,890980058,Lotería de Medellín,25,Cundinamarca,1,Impuesto a foráneas,Ordinario,10087999,Agosto
2020,8,891500650,Lotería del Cauca,85,Casanare,1,Impuesto a foráneas,Ordinario,295875,Agosto
2020,8,899999270,Lotería de Bogotá,86,Putumayo,1,Impuesto a foráneas,Ordinario,266625,Agosto
2020,8,899999025,Lotería de la Cruz Roja,70,Sucre,1,Impuesto a foráneas,Ordinario,2891250,Agosto
2020,8,890980058,Lotería de Medellín,88,San Andrés,1,Impuesto a foráneas,Ordinario,1111050,Agosto
2020,8,809008775,Lotería del Tolima,18,Caquetá,1,Impuesto a foráneas,Ordinario,273375,Agosto
2020,8,890801007,Lotería de Manizales,17,Caldas,3,Impuesto a ganadores,Ordinario,61575617,Agosto
2020,8,890399027,Lotería del Valle,25,Cundinamarca,1,Impuesto a foráneas,Ordinario,4273777,Agosto
2020,8,899999270,Lotería de Bogotá,68,Santander,1,Impuesto a foráneas,Ordinario,10712625,Agosto
2020,8,890801007,Lotería de Manizales,20,Cesar,1,Impuesto a foráneas,Ordinario,11813,Agosto
2020,8,890201725,Lotería Santander,11,Bogotá D.C.,1,Impuesto a foráneas,Ordinario,16831000,Agosto
2020,8,899999270,Lotería de Bogotá,70,Sucre,1,Impuesto a foráneas,Ordinario,3735750,Agosto
2020,8,890000474,Lotería del Quindio,15,Boyacá,1,Impuesto a foráneas,Ordinario,280650,Agosto
2020,8,890201725,Lotería Santander,68,Santander,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,162185400,Agosto
2020,8,800123949,Lotería del Meta,99,Vichada,1,Impuesto a foráneas,Ordinario,58275,Agosto
2020,8,800240153,Lotería del Risaralda,99,Vichada,1,Impuesto a foráneas,Ordinario,16875,Agosto
2020,8,891500650,Lotería del Cauca,19,Cauca,3,Impuesto a ganadores,Ordinario,88505888,Agosto
2020,8,860026634,Sorteo Extra de Colombia,23,Córdoba,2,Renta del monopolio - Porcentaje de ingresos,ExtraOrdinario,23676987,Agosto
2020,8,860026634,Sorteo Extra de Colombia,95,Guaviare,1,Impuesto a foráneas,ExtraOrdinario,243750,Agosto
2020,8,809008775,Lotería del Tolima,70,Sucre,1,Impuesto a foráneas,Ordinario,272250,Agosto
2020,8,809008775,Lotería del Tolima,95,Guaviare,1,Impuesto a foráneas,Ordinario,90900,Agosto
2020,8,890980058,Lotería de Medellín,5,Antioquia,5,Renta del monopolio utilidades,Ordinario,2081213895,Agosto
2020,8,890980058,Lotería de Medellín,20,Cesar,1,Impuesto a foráneas,Ordinario,12582150,Agosto
2020,8,890000474,Lotería del Quindio,63,Quindio,3,Impuesto a ganadores,Ordinario,24009030,Agosto
2020,8,890801007,Lotería de Manizales,97,Vaupés,1,Impuesto a foráneas,Ordinario,6375,Agosto
2020,8,891500650,Lotería del Cauca,70,Sucre,1,Impuesto a foráneas,Ordinario,336825,Agosto
2020,8,890980058,Lotería de Medellín,85,Casanare,1,Impuesto a foráneas,Ordinario,645450,Agosto
2020,8,890980058,Lotería de Medellín,23,Córdoba,1,Impuesto a foráneas,Ordinario,17208600,Agosto
2020,8,890980058,Lotería de Medellín,86,Putumayo,1,Impuesto a foráneas,Ordinario,425550,Agosto
2020,8,800240153,Lotería del Risaralda,11,Bogotá D.C.,1,Impuesto a foráneas,Ordinario,4503000,Agosto
2020,8,800240153,Lotería del Risaralda,97,Vaupés,1,Impuesto a foráneas,Ordinario,24075,Agosto
2020,8,891801039,Lotería de Boyacá,66,Risaralda,1,Impuesto a foráneas,Ordinario,22658625,Agosto
2020,8,800240153,Lotería del Risaralda,76,Valle Del Cauca,1,Impuesto a foráneas,Ordinario,17664000,Agosto
2020,8,891500650,Lotería del Cauca,97,Vaupés,1,Impuesto a foráneas,Ordinario,67500,Agosto
2020,8,800244699,Lotería del Huila,86,Putumayo,1,Impuesto a foráneas,Ordinario,336375,Agosto
2020,8,899999025,Lotería de la Cruz Roja,52,Nariño,1,Impuesto a foráneas,Ordinario,2242500,Agosto
2020,8,800240153,Lotería del Risaralda,15,Boyacá,1,Impuesto a foráneas,Ordinario,186525,Agosto
2020,8,890980058,Lotería de Medellín,47,Magdalena,1,Impuesto a foráneas,Ordinario,2902350,Agosto
2020,8,809008775,Lotería del Tolima,99,Vichada,1,Impuesto a foráneas,Ordinario,33525,Agosto
2020,8,890399027,Lotería del Valle,85,Casanare,1,Impuesto a foráneas,Ordinario,625200,Agosto
2020,8,860037234,Lotería de Cundinamarca,8,Atlántico,1,Impuesto a foráneas,Ordinario,9566100,Agosto
2020,8,860037234,Lotería de Cundinamarca,5,Antioquia,1,Impuesto a foráneas,Ordinario,33786000,Agosto
2020,8,809008775,Lotería del Tolima,25,Cundinamarca,1,Impuesto a foráneas,Ordinario,5592000,Agosto
2020,8,860037234,Lotería de Cundinamarca,88,San Andrés,1,Impuesto a foráneas,Ordinario,792300,Agosto
2020,8,860037234,Lotería de Cundinamarca,18,Caquetá,1,Impuesto a foráneas,Ordinario,279900,Agosto
2020,8,800240153,Lotería del Risaralda,8,Atlántico,1,Impuesto a foráneas,Ordinario,1646775,Agosto
2020,8,890399027,Lotería del Valle,91,Amazonas,1,Impuesto a foráneas,Ordinario,85500,Agosto
2020,8,890201725,Lotería Santander,27,Chocó,1,Impuesto a foráneas,Ordinario,333000,Agosto
2020,8,800123949,Lotería del Meta,50,Meta,3,Impuesto a ganadores,Ordinario,18187353,Agosto
2020,8,890399027,Lotería del Valle,66,Risaralda,1,Impuesto a foráneas,Ordinario,3734700,Agosto
2020,8,800123949,Lotería del Meta,54,Norte De Santander,1,Impuesto a foráneas,Ordinario,7200,Agosto
2020,8,890801007,Lotería de Manizales,63,Quindio,1,Impuesto a foráneas,Ordinario,2770688,Agosto
2020,8,890201725,Lotería Santander,50,Meta,1,Impuesto a foráneas,Ordinario,264000,Agosto
2020,8,899999025,Lotería de la Cruz Roja,11,Bogotá D.C.,3,Impuesto a ganadores,Ordinario,71339450,Agosto
2020,8,809008775,Lotería del Tolima,81,Arauca,1,Impuesto a foráneas,Ordinario,214425,Agosto
2020,8,890000474,Lotería del Quindio,81,Arauca,1,Impuesto a foráneas,Ordinario,177600,Agosto
2020,8,809008775,Lotería del Tolima,63,Quindio,1,Impuesto a foráneas,Ordinario,5688450,Agosto
2020,8,891500650,Lotería del Cauca,54,Norte De Santander,1,Impuesto a foráneas,Ordinario,193500,Agosto
2020,8,890801007,Lotería de Manizales,50,Meta,1,Impuesto a foráneas,Ordinario,198000,Agosto
2020,8,800244699,Lotería del Huila,18,Caquetá,1,Impuesto a foráneas,Ordinario,431325,Agosto
2020,8,899999270,Lotería de Bogotá,73,Tolima,1,Impuesto a foráneas,Ordinario,7703625,Agosto
2020,8,809008775,Lotería del Tolima,15,Boyacá,1,Impuesto a foráneas,Ordinario,412650,Agosto
2020,8,890801007,Lotería de Manizales,44,La Guajira,1,Impuesto a foráneas,Ordinario,17250,Agosto
2020,8,800244699,Lotería del Huila,52,Nariño,1,Impuesto a foráneas,Ordinario,745650,Agosto
2020,8,860026634,Sorteo Extra de Colombia,5,Antioquia,1,Impuesto a foráneas,ExtraOrdinario,19461975,Agosto
2020,8,890980058,Lotería de Medellín,17,Caldas,1,Impuesto a foráneas,Ordinario,6467100,Agosto
2020,8,800244699,Lotería del Huila,70,Sucre,1,Impuesto a foráneas,Ordinario,174375,Agosto
2020,8,809008775,Lotería del Tolima,23,Córdoba,1,Impuesto a foráneas,Ordinario,37125,Agosto
2020,8,860037234,Lotería de Cundinamarca,15,Boyacá,1,Impuesto a foráneas,Ordinario,3564000,Agosto
2020,8,890980058,Lotería de Medellín,91,Amazonas,1,Impuesto a foráneas,Ordinario,138450,Agosto
2020,8,899999270,Lotería de Bogotá,94,Guainía,1,Impuesto a foráneas,Ordinario,3375,Agosto
2020,8,890399027,Lotería del Valle,50,Meta,1,Impuesto a foráneas,Ordinario,170700,Agosto
2020,8,890000474,Lotería del Quindio,73,Tolima,1,Impuesto a foráneas,Ordinario,2171700,Agosto
2020,8,899999270,Lotería de Bogotá,85,Casanare,1,Impuesto a foráneas,Ordinario,1333500,Agosto
2020,8,800123949,Lotería del Meta,8,Atlántico,1,Impuesto a foráneas,Ordinario,2151000,Agosto
2020,8,891500650,Lotería del Cauca,11,Bogotá D.C.,1,Impuesto a foráneas,Ordinario,10555000,Agosto
2020,8,809008775,Lotería del Tolima,50,Meta,1,Impuesto a foráneas,Ordinario,415575,Agosto
2020,8,800244699,Lotería del Huila,88,San Andrés,1,Impuesto a foráneas,Ordinario,14175,Agosto
2020,8,890801007,Lotería de Manizales,95,Guaviare,1,Impuesto a foráneas,Ordinario,54938,Agosto
2020,8,891801039,Lotería de Boyacá,52,Nariño,1,Impuesto a foráneas,Ordinario,2571375,Agosto
2020,8,860037234,Lotería de Cundinamarca,20,Cesar,1,Impuesto a foráneas,Ordinario,4008300,Agosto
2020,8,800240153,Lotería del Risaralda,88,San Andrés,1,Impuesto a foráneas,Ordinario,16200,Agosto
2020,8,800244699,Lotería del Huila,13,Bolívar,1,Impuesto a foráneas,Ordinario,1159650,Agosto
2020,8,899999270,Lotería de Bogotá,44,La Guajira,1,Impuesto a foráneas,Ordinario,2577000,Agosto
2020,8,860037234,Lotería de Cundinamarca,17,Caldas,1,Impuesto a foráneas,Ordinario,3307200,Agosto
2020,8,891500650,Lotería del Cauca,50,Meta,1,Impuesto a foráneas,Ordinario,883575,Agosto
2020,8,800240153,Lotería del Risaralda,17,Caldas,1,Impuesto a foráneas,Ordinario,7239600,Agosto
2020,8,809008775,Lotería del Tolima,52,Nariño,1,Impuesto a foráneas,Ordinario,705825,Agosto
2020,8,800123949,Lotería del Meta,95,Guaviare,1,Impuesto a foráneas,Ordinario,359775,Agosto
2020,8,890399027,Lotería del Valle,73,Tolima,1,Impuesto a foráneas,Ordinario,1837500,Agosto
2020,8,890000474,Lotería del Quindio,88,San Andrés,1,Impuesto a foráneas,Ordinario,73200,Agosto
2020,8,890000474,Lotería del Quindio,97,Vaupés,1,Impuesto a foráneas,Ordinario,5400,Agosto
2020,8,860037234,Lotería de Cundinamarca,47,Magdalena,1,Impuesto a foráneas,Ordinario,2307900,Agosto
2020,8,890801007,Lotería de Manizales,47,Magdalena,1,Impuesto a foráneas,Ordinario,437063,Agosto
2020,8,800240153,Lotería del Risaralda,50,Meta,1,Impuesto a foráneas,Ordinario,215550,Agosto
2020,8,890801007,Lotería de Manizales,54,Norte De Santander,1,Impuesto a foráneas,Ordinario,3746250,Agosto
2020,8,899999025,Lotería de la Cruz Roja,11,Bogotá D.C.,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,327915600,Agosto
2020,8,891801039,Lotería de Boyacá,5,Antioquia,1,Impuesto a foráneas,Ordinario,57756750,Agosto
2020,8,809008775,Lotería del Tolima,97,Vaupés,1,Impuesto a foráneas,Ordinario,34200,Agosto
2020,8,809008775,Lotería del Tolima,8,Atlántico,1,Impuesto a foráneas,Ordinario,2905875,Agosto
2020,8,890801007,Lotería de Manizales,18,Caquetá,1,Impuesto a foráneas,Ordinario,145875,Agosto
2020,8,890201725,Lotería Santander,91,Amazonas,1,Impuesto a foráneas,Ordinario,49500,Agosto
2020,8,899999270,Lotería de Bogotá,47,Magdalena,1,Impuesto a foráneas,Ordinario,1241250,Agosto
2020,8,890399027,Lotería del Valle,13,Bolívar,1,Impuesto a foráneas,Ordinario,3525900,Agosto
2020,8,899999025,Lotería de la Cruz Roja,76,Valle Del Cauca,1,Impuesto a foráneas,Ordinario,27550500,Agosto
2020,8,891500650,Lotería del Cauca,19,Cauca,9,Premios No Reclamados,Ordinario,48473246,Agosto
2020,8,890000474,Lotería del Quindio,91,Amazonas,1,Impuesto a foráneas,Ordinario,21600,Agosto
2020,8,891801039,Lotería de Boyacá,91,Amazonas,1,Impuesto a foráneas,Ordinario,267375,Agosto
2020,8,800240153,Lotería del Risaralda,81,Arauca,1,Impuesto a foráneas,Ordinario,103500,Agosto
2020,8,891500650,Lotería del Cauca,20,Cesar,1,Impuesto a foráneas,Ordinario,882675,Agosto
2020,8,890000474,Lotería del Quindio,20,Cesar,1,Impuesto a foráneas,Ordinario,738000,Agosto
2020,8,899999270,Lotería de Bogotá,19,Cauca,1,Impuesto a foráneas,Ordinario,1785000,Agosto
2020,8,860037234,Lotería de Cundinamarca,70,Sucre,1,Impuesto a foráneas,Ordinario,2569500,Agosto
2020,8,800244699,Lotería del Huila,15,Boyacá,1,Impuesto a foráneas,Ordinario,290925,Agosto
2020,8,890201725,Lotería Santander,25,Cundinamarca,1,Impuesto a foráneas,Ordinario,8927375,Agosto
2020,8,800240153,Lotería del Risaralda,20,Cesar,1,Impuesto a foráneas,Ordinario,198000,Agosto
2020,8,890000474,Lotería del Quindio,63,Quindio,2,Renta del monopolio - Porcentaje de ingresos,Ordinario,119335200,Agosto
2020,8,860026634,Sorteo Extra de Colombia,19,Cauca,1,Impuesto a foráneas,ExtraOrdinario,2275650,Agosto
2020,8,891801039,Lotería de Boyacá,25,Cundinamarca,1,Impuesto a foráneas,Ordinario,59430000,Agosto
2020,8,899999270,Lotería de Bogotá,91,Amazonas,1,Impuesto a foráneas,Ordinario,203625,Agosto
2020,8,890201725,Lotería Santander,95,Guaviare,1,Impuesto a foráneas,Ordinario,94125,Agosto
2020,8,800240153,Lotería del Risaralda,23,Córdoba,1,Impuesto a foráneas,Ordinario,642600,Agosto
2020,8,800244699,Lotería del Huila,23,Córdoba,1,Impuesto a foráneas,Ordinario,642375,Agosto
2020,8,890980058,Lotería de Medellín,63,Quindio,1,Impuesto a foráneas,Ordinario,5280900,Agosto
2020,8,860026634,Sorteo Extra de Colombia,47,Magdalena,1,Impuesto a foráneas,ExtraOrdinario,752700,Agosto
2020,8,809008775,Lotería del Tolima,94,Guainía,1,Impuesto a foráneas,Ordinario,15525,Agosto
2020,8,800240153,Lotería del Risaralda,91,Amazonas,1,Impuesto a foráneas,Ordinario,40050,Agosto
2020,8,800240153,Lotería del Risaralda,41,Huila,1,Impuesto a foráneas,Ordinario,1716975,Agosto
2020,8,890399027,Lotería del Valle,5,Antioquia,1,Impuesto a foráneas,Ordinario,16146600,Agosto
2020,8,860037234,Lotería de Cundinamarca,23,Córdoba,1,Impuesto a foráneas,Ordinario,4104900,Agosto
2020,8,860037234,Lotería de Cundinamarca,86,Putumayo,1,Impuesto a foráneas,Ordinario,384000,Agosto
2020,8,800240153,Lotería del Risaralda,66,Risaralda,3,Impuesto a ganadores,Ordinario,49349609,Agosto
2020,8,891801039,Lotería de Boyacá,85,Casanare,1,Impuesto a foráneas,Ordinario,3703875,Agosto
2020,8,860026634,Sorteo Extra de Colombia,13,Bolívar,3,Impuesto a ganadores,ExtraOrdinario,3525402,Agosto
2020,8,890801007,Lotería de Manizales,17,Caldas,9,Premios No Reclamados,Ordinario,65484603,Agosto
2020,8,890980058,Lotería de Medellín,54,Norte De Santander,1,Impuesto a foráneas,Ordinario,1484100,Agosto
2020,8,891500650,Lotería del Cauca,5,Antioquia,1,Impuesto a foráneas,Ordinario,15168150,Agosto
2020,8,891801039,Lotería de Boyacá,73,Tolima,1,Impuesto a foráneas,Ordinario,14013750,Agosto
2020,8,800240153,Lotería del Risaralda,95,Guaviare,1,Impuesto a foráneas,Ordinario,80325,Agosto
2020,8,891500650,Lotería del Cauca,81,Arauca,1,Impuesto a foráneas,Ordinario,162450,Agosto
2020,8,890980058,Lotería de Medellín,73,Tolima,1,Impuesto a foráneas,Ordinario,3015750,Agosto
2020,8,890000474,Lotería del Quindio,86,Putumayo,1,Impuesto a foráneas,Ordinario,494700,Agosto
2020,8,860037234,Lotería de Cundinamarca,85,Casanare,1,Impuesto a foráneas,Ordinario,1266600,Agosto
2020,8,899999025,Lotería de la Cruz Roja,66,Risaralda,1,Impuesto a foráneas,Ordinario,4560000,Agosto
2020,8,890399027,Lotería del Valle,81,Arauca,1,Impuesto a foráneas,Ordinario,256800,Agosto
2020,8,899999270,Lotería de Bogotá,11,Bogotá D.C.,3,Impuesto a ganadores,Ordinario,167975000,Agosto
2020,8,891500650,Lotería del Cauca,88,San Andrés,1,Impuesto a foráneas,Ordinario,5625,Agosto
2020,8,890399027,Lotería del Valle,27,Chocó,1,Impuesto a foráneas,Ordinario,2121300,Agosto
